date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
30 Apr 2026,,Colorado Rockies,Cincinnati Reds,+140,-159,4,6
30 Apr 2026,,Houston Astros,Baltimore Orioles,+114,-137,3,10
30 Apr 2026,,San Francisco Giants,Philadelphia Phillies,+129,-149,2,3
30 Apr 2026,,St.Louis Cardinals,Pittsburgh Pirates,+204,-227,10,5
30 Apr 2026,,Detroit Tigers,Atlanta Braves,+104,-125,5,2
29 Apr 2026,,Kansas City Royals,Athletics,+100,-120,2,5
29 Apr 2026,,Arizona Diamondbacks,Milwaukee Brewers,+114,-130,6,2
29 Apr 2026,,Detroit Tigers,Atlanta Braves,-141,+120,3,4
29 Apr 2026,,Washington Nationals,New York Mets,+140,-159,14,2
29 Apr 2026,,Colorado Rockies,Cincinnati Reds,+138,-149,13,2
29 Apr 2026,,St.Louis Cardinals,Pittsburgh Pirates,+114,-130,5,4
29 Apr 2026,,Chicago Cubs,San Diego Padres,+100,-110,5,4
29 Apr 2026,,Miami Marlins,Los Angeles Dodgers,+220,-270,3,2
29 Apr 2026,,Boston Red Sox,Toronto Blue Jays,+100,-112,1,8
29 Apr 2026,,New York Yankees,Texas Rangers,-114,-105,0,3
29 Apr 2026,,Seattle Mariners,Minnesota Twins,-130,+114,5,3
29 Apr 2026,,Los Angeles Angels,Chicago White Sox,-115,+104,2,3
29 Apr 2026,,Tampa Bay Rays,Cleveland Guardians,-102,-115,1,3
28 Apr 2026,,Miami Marlins,Los Angeles Dodgers,+240,-286,2,1
28 Apr 2026,,Kansas City Royals,Athletics,-110,-110,4,1
28 Apr 2026,,Chicago Cubs,San Diego Padres,-119,+100,8,3
28 Apr 2026,,New York Yankees,Texas Rangers,-120,+100,3,2
28 Apr 2026,,Arizona Diamondbacks,Milwaukee Brewers,+118,-128,2,13
28 Apr 2026,,Los Angeles Angels,Chicago White Sox,-130,+114,2,5
28 Apr 2026,,Seattle Mariners,Minnesota Twins,-125,+110,7,1
28 Apr 2026,,Detroit Tigers,Atlanta Braves,+104,-123,2,5
28 Apr 2026,,Washington Nationals,New York Mets,+154,-179,0,8
28 Apr 2026,,Boston Red Sox,Toronto Blue Jays,-105,-115,0,3
28 Apr 2026,,Colorado Rockies,Cincinnati Reds,+163,-189,2,7
28 Apr 2026,,San Francisco Giants,Philadelphia Phillies,+135,-156,0,7
28 Apr 2026,,St.Louis Cardinals,Pittsburgh Pirates,+140,-154,11,7
28 Apr 2026,,Houston Astros,Baltimore Orioles,+114,-135,3,5
28 Apr 2026,,Tampa Bay Rays,Cleveland Guardians,+110,-130,1,0
27 Apr 2026,,Miami Marlins,Los Angeles Dodgers,+240,-294,4,5
27 Apr 2026,,Chicago Cubs,San Diego Padres,+100,-120,7,9
27 Apr 2026,,New York Yankees,Texas Rangers,-164,+140,4,2
27 Apr 2026,,Los Angeles Angels,Chicago White Sox,+100,-110,7,8
27 Apr 2026,,Seattle Mariners,Minnesota Twins,-123,+104,4,11
27 Apr 2026,,Boston Red Sox,Toronto Blue Jays,+120,-135,5,0
27 Apr 2026,,St.Louis Cardinals,Pittsburgh Pirates,-102,-115,4,2
27 Apr 2026,,Tampa Bay Rays,Cleveland Guardians,+120,-139,3,2
26 Apr 2026,,Los Angeles Angels,Kansas City Royals,,,9,11
26 Apr 2026,,Colorado Rockies,New York Mets,,,3,0
26 Apr 2026,,Chicago Cubs,Los Angeles Dodgers,+106,-120,0,6
26 Apr 2026,,San Diego Padres,Arizona Diamondbacks,-130,+114,7,12
26 Apr 2026,,Miami Marlins,San Francisco Giants,+104,-123,3,6
26 Apr 2026,,Athletics,Texas Rangers,+102,-120,2,1
26 Apr 2026,,Seattle Mariners,St.Louis Cardinals,-130,+110,3,2
26 Apr 2026,,Washington Nationals,Chicago White Sox,+102,-120,2,1
26 Apr 2026,,New York Yankees,Houston Astros,-133,+114,4,7
26 Apr 2026,,Pittsburgh Pirates,Milwaukee Brewers,+100,-120,0,5
26 Apr 2026,,Detroit Tigers,Cincinnati Reds,-110,-109,8,3
26 Apr 2026,,Colorado Rockies,New York Mets,+220,-189,3,1
26 Apr 2026,,Minnesota Twins,Tampa Bay Rays,+125,-143,2,4
26 Apr 2026,,Cleveland Guardians,Toronto Blue Jays,+104,-125,2,4
26 Apr 2026,,Philadelphia Phillies,Atlanta Braves,+185,-222,2,6
26 Apr 2026,,Boston Red Sox,Baltimore Orioles,+120,-133,5,3
25 Apr 2026,,Philadelphia Phillies,Atlanta Braves,+114,-135,8,5
25 Apr 2026,,Chicago Cubs,Los Angeles Dodgers,+108,-125,4,12
25 Apr 2026,,Detroit Tigers,Cincinnati Reds,-110,-109,2,9
25 Apr 2026,,New York Yankees,Houston Astros,-149,+135,8,3
25 Apr 2026,,Los Angeles Angels,Kansas City Royals,+118,-132,1,12
25 Apr 2026,,Pittsburgh Pirates,Milwaukee Brewers,+125,-139,6,3
25 Apr 2026,,Athletics,Texas Rangers,+110,-125,3,4
25 Apr 2026,,San Diego Padres,Arizona Diamondbacks,-105,-112,6,4
25 Apr 2026,,Washington Nationals,Chicago White Sox,+120,-139,6,3
25 Apr 2026,,Minnesota Twins,Tampa Bay Rays,+120,-130,1,6
25 Apr 2026,,Miami Marlins,San Francisco Giants,-109,-110,2,6
25 Apr 2026,,Cleveland Guardians,Toronto Blue Jays,+125,-149,3,5
25 Apr 2026,,Seattle Mariners,St.Louis Cardinals,-149,+125,11,9
25 Apr 2026,,Boston Red Sox,Baltimore Orioles,+110,-120,17,1
21 Apr 2026,,Milwaukee Brewers,Detroit Tigers,-105,-110,12,4
21 Apr 2026,,St.Louis Cardinals,Miami Marlins,+104,-118,5,3
21 Apr 2026,,Houston Astros,Cleveland Guardians,+129,-149,5,8
20 Apr 2026,,Athletics,Seattle Mariners,+125,-149,6,4
20 Apr 2026,,Toronto Blue Jays,Los Angeles Angels,-115,-105,5,2
20 Apr 2026,,Los Angeles Dodgers,Colorado Rockies,-204,+170,12,3
20 Apr 2026,,Baltimore Orioles,Kansas City Royals,-115,-105,7,5
20 Apr 2026,,Philadelphia Phillies,Chicago Cubs,-105,-110,1,5
20 Apr 2026,,Atlanta Braves,Washington Nationals,-149,+129,9,4
20 Apr 2026,,Cincinnati Reds,Tampa Bay Rays,+114,-125,6,1
20 Apr 2026,,St.Louis Cardinals,Miami Marlins,+120,-135,3,5
20 Apr 2026,,Houston Astros,Cleveland Guardians,+114,-135,9,2
20 Apr 2026,,Detroit Tigers,Boston Red Sox,+114,-133,6,8
19 Apr 2026,,Atlanta Braves,Philadelphia Phillies,-115,-105,4,2
19 Apr 2026,,Detroit Tigers,Boston Red Sox,+120,-139,6,2
19 Apr 2026,,Toronto Blue Jays,Arizona Diamondbacks,-120,+100,10,4
19 Apr 2026,,Texas Rangers,Seattle Mariners,+120,-139,2,5
19 Apr 2026,,San Diego Padres,Los Angeles Angels,-149,+129,2,1
19 Apr 2026,,Chicago White Sox,Athletics,+140,-159,7,4
19 Apr 2026,,Los Angeles Dodgers,Colorado Rockies,-208,+179,6,9
19 Apr 2026,,New York Mets,Chicago Cubs,+120,-139,1,2
19 Apr 2026,,Cincinnati Reds,Minnesota Twins,+104,-115,7,4
19 Apr 2026,,St.Louis Cardinals,Houston Astros,+120,-135,7,5
19 Apr 2026,,Baltimore Orioles,Cleveland Guardians,+100,-120,4,8
19 Apr 2026,,Milwaukee Brewers,Miami Marlins,-105,-110,3,5
19 Apr 2026,,Kansas City Royals,New York Yankees,+125,-149,0,7
19 Apr 2026,,Tampa Bay Rays,Pittsburgh Pirates,-105,-105,3,6
19 Apr 2026,,San Francisco Giants,Washington Nationals,-135,+120,0,3
18 Apr 2026,,San Diego Padres,Los Angeles Angels,-115,-105,4,1
18 Apr 2026,,Toronto Blue Jays,Arizona Diamondbacks,+125,-149,2,6
18 Apr 2026,,Los Angeles Dodgers,Colorado Rockies,-294,+240,3,4
18 Apr 2026,,Atlanta Braves,Philadelphia Phillies,+100,-120,3,1
18 Apr 2026,,Texas Rangers,Seattle Mariners,+120,-139,3,7
18 Apr 2026,,St.Louis Cardinals,Houston Astros,+120,-141,7,5
18 Apr 2026,,Baltimore Orioles,Cleveland Guardians,+125,-143,2,4
18 Apr 2026,,Detroit Tigers,Boston Red Sox,-143,+125,4,1
18 Apr 2026,,Milwaukee Brewers,Miami Marlins,+100,-115,5,2
18 Apr 2026,,Chicago White Sox,Athletics,+140,-164,6,7
18 Apr 2026,,San Francisco Giants,Washington Nationals,-110,-110,7,6
18 Apr 2026,,Tampa Bay Rays,Pittsburgh Pirates,+125,-149,8,7
18 Apr 2026,,New York Mets,Chicago Cubs,+100,-118,2,4
18 Apr 2026,,Cincinnati Reds,Minnesota Twins,+110,-130,5,4
18 Apr 2026,,Kansas City Royals,New York Yankees,+140,-161,4,13
17 Apr 2026,,Toronto Blue Jays,Arizona Diamondbacks,+120,-139,3,6
17 Apr 2026,,Chicago White Sox,Athletics,+135,-159,9,2
17 Apr 2026,,Texas Rangers,Seattle Mariners,+110,-115,5,0
17 Apr 2026,,San Diego Padres,Los Angeles Angels,+110,-130,0,8
17 Apr 2026,,Los Angeles Dodgers,Colorado Rockies,-323,+260,7,1
17 Apr 2026,,Cincinnati Reds,Minnesota Twins,+145,-169,2,1
17 Apr 2026,,St.Louis Cardinals,Houston Astros,+104,-125,9,4
13 Apr 2026,,Cleveland Guardians,St.Louis Cardinals,-115,+104,9,3
13 Apr 2026,,Boston Red Sox,Minnesota Twins,-164,+140,6,13
13 Apr 2026,,Miami Marlins,Atlanta Braves,+129,-143,10,4
13 Apr 2026,,Los Angeles Angels,New York Yankees,+165,-179,10,11
13 Apr 2026,,Chicago Cubs,Philadelphia Phillies,+145,-169,7,13
13 Apr 2026,,Washington Nationals,Pittsburgh Pirates,+185,-222,5,16
13 Apr 2026,,Arizona Diamondbacks,Baltimore Orioles,+110,-130,7,9
13 Apr 2026,,Houston Astros,Seattle Mariners,+150,-175,2,6
12 Apr 2026,,Cleveland Guardians,Atlanta Braves,+165,-200,1,13
12 Apr 2026,,Colorado Rockies,San Diego Padres,+185,-227,2,7
12 Apr 2026,,Houston Astros,Seattle Mariners,+160,-189,1,6
12 Apr 2026,,Texas Rangers,Los Angeles Dodgers,+110,-125,5,2
12 Apr 2026,,Pittsburgh Pirates,Chicago Cubs,+114,-130,6,7
12 Apr 2026,,Boston Red Sox,St.Louis Cardinals,-115,-102,9,3
12 Apr 2026,,Chicago White Sox,Kansas City Royals,+154,-179,6,5
12 Apr 2026,,Washington Nationals,Milwaukee Brewers,+185,-222,8,6
12 Apr 2026,,Athletics,New York Mets,+145,-164,1,0
12 Apr 2026,,Los Angeles Angels,Cincinnati Reds,-110,-105,9,6
12 Apr 2026,,Miami Marlins,Detroit Tigers,+145,-169,2,8
12 Apr 2026,,New York Yankees,Tampa Bay Rays,-135,+114,4,5
12 Apr 2026,,Minnesota Twins,Toronto Blue Jays,+114,-130,8,2
12 Apr 2026,,Arizona Diamondbacks,Philadelphia Phillies,+120,-130,4,3
12 Apr 2026,,San Francisco Giants,Baltimore Orioles,+104,-120,2,6
11 Apr 2026,,Houston Astros,Seattle Mariners,+135,-135,7,8
11 Apr 2026,,Texas Rangers,Los Angeles Dodgers,+154,-185,3,6
11 Apr 2026,,Colorado Rockies,San Diego Padres,+140,-164,5,9
11 Apr 2026,,Cleveland Guardians,Atlanta Braves,+100,-118,6,0
11 Apr 2026,,San Francisco Giants,Baltimore Orioles,-120,+100,2,6
11 Apr 2026,,Boston Red Sox,St.Louis Cardinals,-139,+120,7,1
11 Apr 2026,,Washington Nationals,Milwaukee Brewers,+154,-179,3,1
11 Apr 2026,,New York Yankees,Tampa Bay Rays,-169,+145,4,5
11 Apr 2026,,Athletics,New York Mets,+135,-159,11,6
11 Apr 2026,,Chicago White Sox,Kansas City Royals,+160,-189,0,2
11 Apr 2026,,Los Angeles Angels,Cincinnati Reds,+110,-130,3,7
11 Apr 2026,,Minnesota Twins,Toronto Blue Jays,+104,-120,7,4
11 Apr 2026,,Pittsburgh Pirates,Chicago Cubs,+129,-145,4,3
11 Apr 2026,,Miami Marlins,Detroit Tigers,+114,-135,1,6
11 Apr 2026,,Arizona Diamondbacks,Philadelphia Phillies,+104,-120,3,4
10 Apr 2026,,Texas Rangers,Los Angeles Dodgers,+200,-227,7,8
10 Apr 2026,,Colorado Rockies,San Diego Padres,+145,-169,2,5
10 Apr 2026,,Houston Astros,Seattle Mariners,+120,-130,6,9
10 Apr 2026,,Boston Red Sox,St.Louis Cardinals,-135,+118,2,3
10 Apr 2026,,Chicago White Sox,Kansas City Royals,+150,-179,0,2
10 Apr 2026,,Washington Nationals,Milwaukee Brewers,+170,-200,7,3
10 Apr 2026,,Cleveland Guardians,Atlanta Braves,+120,-139,5,11
10 Apr 2026,,San Francisco Giants,Baltimore Orioles,+104,-125,6,3
10 Apr 2026,,Athletics,New York Mets,+125,-143,4,0
10 Apr 2026,,New York Yankees,Tampa Bay Rays,-115,+100,3,5
10 Apr 2026,,Minnesota Twins,Toronto Blue Jays,+135,-154,4,10
10 Apr 2026,,Los Angeles Angels,Cincinnati Reds,+165,-179,10,2
10 Apr 2026,,Arizona Diamondbacks,Philadelphia Phillies,+150,-179,5,4
10 Apr 2026,,Miami Marlins,Detroit Tigers,+114,-130,0,2
10 Apr 2026,,Pittsburgh Pirates,Chicago Cubs,+135,-149,2,0
09 Apr 2026,,Colorado Rockies,San Diego Padres,+154,-185,3,7
09 Apr 2026,,Chicago White Sox,Kansas City Royals,+150,-179,2,0
09 Apr 2026,,Arizona Diamondbacks,New York Mets,+154,-182,7,1
09 Apr 2026,,Detroit Tigers,Minnesota Twins,-130,+120,1,3
09 Apr 2026,,Athletics,New York Yankees,+165,-189,1,0
09 Apr 2026,,Cincinnati Reds,Miami Marlins,+104,-120,1,8
08 Apr 2026,,Detroit Tigers,Minnesota Twins,-149,+129,6,8
08 Apr 2026,,Athletics,New York Yankees,+165,-200,3,2
08 Apr 2026,,Chicago Cubs,Tampa Bay Rays,+100,-110,6,2
08 Apr 2026,,Cincinnati Reds,Miami Marlins,+110,-125,4,7
08 Apr 2026,,Arizona Diamondbacks,New York Mets,+114,-125,7,2
08 Apr 2026,,Atlanta Braves,Los Angeles Angels,-125,+104,8,2
08 Apr 2026,,St.Louis Cardinals,Washington Nationals,-120,+100,6,1
08 Apr 2026,,Philadelphia Phillies,San Francisco Giants,-135,+114,0,5
08 Apr 2026,,Houston Astros,Colorado Rockies,-135,+114,1,9
08 Apr 2026,,Los Angeles Dodgers,Toronto Blue Jays,-154,+135,3,4
08 Apr 2026,,Seattle Mariners,Texas Rangers,-120,+100,0,3
08 Apr 2026,,Baltimore Orioles,Chicago White Sox,-149,+125,5,3
08 Apr 2026,,Milwaukee Brewers,Boston Red Sox,+120,-135,0,5
08 Apr 2026,,Kansas City Royals,Cleveland Guardians,-125,+114,2,10
08 Apr 2026,,San Diego Padres,Pittsburgh Pirates,-120,+104,8,2
07 Apr 2026,,Philadelphia Phillies,San Francisco Giants,-154,+129,0,6
07 Apr 2026,,Atlanta Braves,Los Angeles Angels,-130,+110,7,2
07 Apr 2026,,Houston Astros,Colorado Rockies,-164,+140,1,5
07 Apr 2026,,Seattle Mariners,Texas Rangers,-115,+104,2,3
07 Apr 2026,,Detroit Tigers,Minnesota Twins,-164,+140,2,4
07 Apr 2026,,Los Angeles Dodgers,Toronto Blue Jays,-154,+129,4,1
07 Apr 2026,,Athletics,New York Yankees,+220,-270,3,5
07 Apr 2026,,Milwaukee Brewers,Boston Red Sox,+135,-159,2,3
07 Apr 2026,,St.Louis Cardinals,Washington Nationals,-105,-115,7,6
07 Apr 2026,,Chicago Cubs,Tampa Bay Rays,+100,-120,9,2
07 Apr 2026,,Cincinnati Reds,Miami Marlins,+120,-135,6,3
07 Apr 2026,,San Diego Padres,Pittsburgh Pirates,+125,-149,1,7
07 Apr 2026,,Arizona Diamondbacks,New York Mets,+125,-149,3,4
07 Apr 2026,,Baltimore Orioles,Chicago White Sox,-149,+125,4,2
07 Apr 2026,,Kansas City Royals,Cleveland Guardians,+104,-125,1,2
06 Apr 2026,,Philadelphia Phillies,San Francisco Giants,-120,+100,6,4
06 Apr 2026,,Atlanta Braves,Los Angeles Angels,-175,+150,2,6
06 Apr 2026,,Houston Astros,Colorado Rockies,-149,+125,7,9
06 Apr 2026,,Seattle Mariners,Texas Rangers,+100,-111,1,2
06 Apr 2026,,Baltimore Orioles,Chicago White Sox,-133,+120,2,1
06 Apr 2026,,Detroit Tigers,Minnesota Twins,+104,-125,3,7
06 Apr 2026,,Los Angeles Dodgers,Toronto Blue Jays,-125,+104,14,2
06 Apr 2026,,Milwaukee Brewers,Boston Red Sox,-130,+114,8,6
06 Apr 2026,,St.Louis Cardinals,Washington Nationals,-110,-105,6,9
06 Apr 2026,,Cincinnati Reds,Miami Marlins,+125,-130,2,0
06 Apr 2026,,San Diego Padres,Pittsburgh Pirates,+120,-141,5,0
06 Apr 2026,,Cincinnati Reds,Miami Marlins,+125,-130,2,0
06 Apr 2026,,Kansas City Royals,Cleveland Guardians,-102,-115,4,2
06 Apr 2026,,Chicago Cubs,Tampa Bay Rays,+104,-120,4,6
05 Apr 2026,,St.Louis Cardinals,Detroit Tigers,+120,-141,5,3
05 Apr 2026,,Atlanta Braves,Arizona Diamondbacks,-110,-105,5,6
05 Apr 2026,,Chicago Cubs,Cleveland Guardians,-130,+110,5,6
05 Apr 2026,,Seattle Mariners,Los Angeles Angels,-169,+145,7,8
05 Apr 2026,,Houston Astros,Athletics,-130,+118,10,12
05 Apr 2026,,New York Mets,San Francisco Giants,+104,-115,5,2
05 Apr 2026,,Philadelphia Phillies,Colorado Rockies,-154,+129,1,4
05 Apr 2026,,Cincinnati Reds,Texas Rangers,+104,-125,2,1
05 Apr 2026,,Toronto Blue Jays,Chicago White Sox,-167,+145,0,3
05 Apr 2026,,Milwaukee Brewers,Kansas City Royals,+104,-120,8,5
05 Apr 2026,,Tampa Bay Rays,Minnesota Twins,-110,-110,4,1
05 Apr 2026,,Baltimore Orioles,Pittsburgh Pirates,+104,-120,2,8
05 Apr 2026,,San Diego Padres,Boston Red Sox,+135,-154,8,6
05 Apr 2026,,Los Angeles Dodgers,Washington Nationals,-169,+145,8,6
05 Apr 2026,,Miami Marlins,New York Yankees,+240,-294,7,6
05 Apr 2026,,Chicago Cubs,Cleveland Guardians,-130,+110,1,0
04 Apr 2026,,Seattle Mariners,Los Angeles Angels,-159,+140,0,1
04 Apr 2026,,New York Mets,San Francisco Giants,+100,-118,9,0
04 Apr 2026,,Philadelphia Phillies,Colorado Rockies,-250,+210,2,1
04 Apr 2026,,Atlanta Braves,Arizona Diamondbacks,-102,-110,1,2
04 Apr 2026,,Milwaukee Brewers,Kansas City Royals,,,2,8
04 Apr 2026,,Tampa Bay Rays,Minnesota Twins,-118,+100,7,1
04 Apr 2026,,Cincinnati Reds,Texas Rangers,+120,-139,2,0
04 Apr 2026,,Miami Marlins,New York Yankees,+165,-200,7,9
04 Apr 2026,,San Diego Padres,Boston Red Sox,+125,-149,3,2
04 Apr 2026,,Houston Astros,Athletics,+100,-115,11,0
04 Apr 2026,,Baltimore Orioles,Pittsburgh Pirates,-105,-115,2,3
04 Apr 2026,,Los Angeles Dodgers,Washington Nationals,-303,+245,10,5
04 Apr 2026,,Toronto Blue Jays,Chicago White Sox,-149,+129,3,6
04 Apr 2026,,Milwaukee Brewers,Kansas City Royals,-120,+100,5,2
04 Apr 2026,,St.Louis Cardinals,Detroit Tigers,+145,-169,6,11
03 Apr 2026,,New York Mets,San Francisco Giants,-130,+110,10,3
03 Apr 2026,,Atlanta Braves,Arizona Diamondbacks,-110,-105,2,0
03 Apr 2026,,Houston Astros,Athletics,-110,-105,4,11
03 Apr 2026,,Seattle Mariners,Los Angeles Angels,-159,+135,3,1
03 Apr 2026,,Baltimore Orioles,Pittsburgh Pirates,-115,+104,4,5
03 Apr 2026,,Chicago Cubs,Cleveland Guardians,-110,+100,1,4
03 Apr 2026,,Philadelphia Phillies,Colorado Rockies,-185,+154,10,1
03 Apr 2026,,Tampa Bay Rays,Minnesota Twins,-110,-110,4,10
03 Apr 2026,,Cincinnati Reds,Texas Rangers,+145,-164,5,3
03 Apr 2026,,San Diego Padres,Boston Red Sox,+104,-120,2,5
03 Apr 2026,,Toronto Blue Jays,Chicago White Sox,-200,+170,4,5
03 Apr 2026,,Miami Marlins,New York Yankees,+140,-164,2,8
03 Apr 2026,,St.Louis Cardinals,Detroit Tigers,+154,-175,0,4
03 Apr 2026,,Los Angeles Dodgers,Washington Nationals,-278,+229,13,6
02 Apr 2026,,New York Mets,San Francisco Giants,-120,+100,2,7
02 Apr 2026,,Atlanta Braves,Arizona Diamondbacks,-105,-105,17,2
01 Apr 2026,,Cleveland Guardians,Los Angeles Dodgers,+250,-303,4,1
01 Apr 2026,,Minnesota Twins,Kansas City Royals,-115,-105,9,13
01 Apr 2026,,New York Yankees,Seattle Mariners,+100,-120,5,3
01 Apr 2026,,San Francisco Giants,San Diego Padres,+129,-149,1,7
01 Apr 2026,,Detroit Tigers,Arizona Diamondbacks,-143,+129,0,1
01 Apr 2026,,Los Angeles Angels,Chicago Cubs,+145,-161,2,6
01 Apr 2026,,Boston Red Sox,Houston Astros,-139,+120,4,6
01 Apr 2026,,Tampa Bay Rays,Milwaukee Brewers,+120,-135,2,8
01 Apr 2026,,New York Mets,St.Louis Cardinals,-164,+140,1,2
01 Apr 2026,,Chicago White Sox,Miami Marlins,+125,-149,0,10
01 Apr 2026,,Colorado Rockies,Toronto Blue Jays,+225,-278,2,1
01 Apr 2026,,Washington Nationals,Philadelphia Phillies,+229,-278,5,6
01 Apr 2026,,Pittsburgh Pirates,Cincinnati Reds,-139,+120,8,3
01 Apr 2026,,Texas Rangers,Baltimore Orioles,+100,-115,3,8
01 Apr 2026,,Athletics,Atlanta Braves,+195,-222,1,5
31 Mar 2026,,Cleveland Guardians,Los Angeles Dodgers,+229,-278,1,4
31 Mar 2026,,Detroit Tigers,Arizona Diamondbacks,-110,-110,5,7
31 Mar 2026,,New York Yankees,Seattle Mariners,-110,+100,5,0
31 Mar 2026,,San Francisco Giants,San Diego Padres,-130,+110,9,3
31 Mar 2026,,Boston Red Sox,Houston Astros,+125,-139,2,9
31 Mar 2026,,New York Mets,St.Louis Cardinals,-149,+129,0,3
31 Mar 2026,,Los Angeles Angels,Chicago Cubs,+120,-141,2,0
31 Mar 2026,,Tampa Bay Rays,Milwaukee Brewers,+104,-125,2,6
31 Mar 2026,,Athletics,Atlanta Braves,+129,-149,5,2
31 Mar 2026,,Colorado Rockies,Toronto Blue Jays,+225,-270,1,5
31 Mar 2026,,Chicago White Sox,Miami Marlins,+135,-149,2,9
31 Mar 2026,,Pittsburgh Pirates,Cincinnati Reds,-120,+100,8,3
31 Mar 2026,,Washington Nationals,Philadelphia Phillies,+160,-189,2,3
31 Mar 2026,,Texas Rangers,Baltimore Orioles,-120,+104,8,5
30 Mar 2026,,Detroit Tigers,Arizona Diamondbacks,+104,-115,6,9
30 Mar 2026,,Cleveland Guardians,Los Angeles Dodgers,+165,-169,4,2
30 Mar 2026,,New York Yankees,Seattle Mariners,-118,+100,1,2
30 Mar 2026,,San Francisco Giants,San Diego Padres,+100,-118,3,2
30 Mar 2026,,Boston Red Sox,Houston Astros,-130,+114,1,8
30 Mar 2026,,New York Mets,St.Louis Cardinals,-149,+129,4,2
30 Mar 2026,,Los Angeles Angels,Chicago Cubs,+160,-189,2,7
30 Mar 2026,,Tampa Bay Rays,Milwaukee Brewers,+140,-159,3,2
30 Mar 2026,,Athletics,Atlanta Braves,+110,-125,0,4
30 Mar 2026,,Colorado Rockies,Toronto Blue Jays,+240,-294,14,5
30 Mar 2026,,Chicago White Sox,Miami Marlins,+125,-149,9,4
30 Mar 2026,,Pittsburgh Pirates,Cincinnati Reds,+114,-133,0,2
30 Mar 2026,,Washington Nationals,Philadelphia Phillies,+145,-169,13,2
30 Mar 2026,,Texas Rangers,Baltimore Orioles,+114,-125,5,2
30 Mar 2026,,Minnesota Twins,Kansas City Royals,+140,-164,1,3
29 Mar 2026,,Cleveland Guardians,Seattle Mariners,+125,-149,0,8
29 Mar 2026,,Washington Nationals,Chicago Cubs,+210,-250,6,3
29 Mar 2026,,Tampa Bay Rays,St.Louis Cardinals,-115,+104,11,7
29 Mar 2026,,Chicago White Sox,Milwaukee Brewers,+140,-164,7,9
29 Mar 2026,,Los Angeles Angels,Houston Astros,+150,-169,7,9
29 Mar 2026,,Boston Red Sox,Cincinnati Reds,-135,+118,2,3
29 Mar 2026,,Colorado Rockies,Miami Marlins,+160,-189,3,4
29 Mar 2026,,Pittsburgh Pirates,New York Mets,+154,-179,4,3
29 Mar 2026,,Athletics,Toronto Blue Jays,+135,-149,2,5
29 Mar 2026,,Kansas City Royals,Atlanta Braves,+125,-149,4,1
29 Mar 2026,,Minnesota Twins,Baltimore Orioles,+135,-154,6,8
29 Mar 2026,,Texas Rangers,Philadelphia Phillies,+140,-159,8,3
28 Mar 2026,,Cleveland Guardians,Seattle Mariners,+150,-179,6,5
28 Mar 2026,,Arizona Diamondbacks,Los Angeles Dodgers,+204,-250,2,3
28 Mar 2026,,Detroit Tigers,San Diego Padres,+100,-105,0,3
28 Mar 2026,,Kansas City Royals,Atlanta Braves,+125,-149,2,6
28 Mar 2026,,New York Yankees,San Francisco Giants,-135,+114,3,1
28 Mar 2026,,Chicago White Sox,Milwaukee Brewers,+165,-200,1,6
28 Mar 2026,,Los Angeles Angels,Houston Astros,+118,-128,9,11
28 Mar 2026,,Boston Red Sox,Cincinnati Reds,-135,+114,5,6
28 Mar 2026,,Colorado Rockies,Miami Marlins,+165,-189,3,4
28 Mar 2026,,Pittsburgh Pirates,New York Mets,+145,-169,2,4
28 Mar 2026,,Minnesota Twins,Baltimore Orioles,+145,-167,4,1
28 Mar 2026,,Texas Rangers,Philadelphia Phillies,+125,-149,5,4
28 Mar 2026,,Athletics,Toronto Blue Jays,+165,-189,7,8
28 Mar 2026,,Washington Nationals,Chicago Cubs,+204,-250,2,10
28 Mar 2026,,Tampa Bay Rays,St.Louis Cardinals,-115,+100,5,6
27 Mar 2026,,Arizona Diamondbacks,Los Angeles Dodgers,+200,-238,4,5
27 Mar 2026,,Cleveland Guardians,Seattle Mariners,+145,-169,1,5
27 Mar 2026,,Detroit Tigers,San Diego Padres,+118,-128,5,2
27 Mar 2026,,Los Angeles Angels,Houston Astros,+145,-169,6,2
27 Mar 2026,,Kansas City Royals,Atlanta Braves,+120,-141,0,6
27 Mar 2026,,Colorado Rockies,Miami Marlins,+165,-189,1,2
27 Mar 2026,,Athletics,Toronto Blue Jays,+150,-179,2,3
27 Mar 2026,,New York Yankees,San Francisco Giants,-130,+114,3,0
26 Mar 2026,,Cleveland Guardians,Seattle Mariners,+154,-185,6,4
26 Mar 2026,,Arizona Diamondbacks,Los Angeles Dodgers,+229,-250,2,8
26 Mar 2026,,Texas Rangers,Philadelphia Phillies,+140,-159,3,5
26 Mar 2026,,Tampa Bay Rays,St.Louis Cardinals,-130,+114,7,9
26 Mar 2026,,Boston Red Sox,Cincinnati Reds,-159,+135,3,0
26 Mar 2026,,Detroit Tigers,San Diego Padres,-125,+110,8,2
26 Mar 2026,,Los Angeles Angels,Houston Astros,+160,-175,3,0
26 Mar 2026,,Minnesota Twins,Baltimore Orioles,+125,-133,1,2
26 Mar 2026,,Washington Nationals,Chicago Cubs,+175,-208,10,4
26 Mar 2026,,Chicago White Sox,Milwaukee Brewers,+165,-200,2,14
26 Mar 2026,,Pittsburgh Pirates,New York Mets,+104,-115,7,11
25 Mar 2026,,New York Yankees,San Francisco Giants,-120,+110,7,0
